individual,repro_output_two,repro_output_one,repro_output,year,site,box,hole,nest_start,straw_id,lookup_id,species,genus,sex,nest_end,nest_duration,emergence_year_plus_one,emergence_year_plus_two,size,parasitized,parasite_id,questionable_id,notes
723,4,0,4,2013,weather_station,5b,a2,173,708,2013.weather_station.5b.a2,Osmia_iridis,Osmia,female,175,3,NA,162,s,no,NA,NA,NA
723,4,0,4,2013,weather_station,5b,a2,173,708,2013.weather_station.5b.a2,Osmia_iridis,Osmia,female,175,3,NA,166,s,no,NA,NA,NA
728,1,0,1,2013,weather_station,5b,c3,166,713,2013.weather_station.5b.c3,Osmia_iridis,Osmia,male,168,3,NA,162,s,no,NA,NA,NA
730,5,0,5,2013,weather_station,6,b3,175,694,2013.weather_station.6.b3,Osmia_coloradensis,Osmia,female,178,4,NA,155,s,no,NA,NA,NA
730,5,0,5,2013,weather_station,6,b3,175,694,2013.weather_station.6.b3,Osmia_coloradensis,Osmia,female,178,4,NA,155,s,no,NA,NA,NA
730,5,0,5,2013,weather_station,6,b3,175,694,2013.weather_station.6.b3,Osmia_coloradensis,Osmia,female,178,4,NA,159,s,no,NA,NA,NA
730,5,0,5,2013,weather_station,6,b3,175,694,2013.weather_station.6.b3,Osmia_coloradensis,Osmia,female,178,4,NA,159,s,no,NA,NA,NA
730,5,0,5,2013,weather_station,6,b3,175,694,2013.weather_station.6.b3,Osmia_coloradensis,Osmia,female,178,4,NA,162,s,no,NA,NA,NA
731,3,0,3,2013,weather_station,6,b6,185,695,2013.weather_station.6.b6,Osmia_coloradensis,Osmia,female,187,3,NA,159,s,no,NA,NA,NA
731,3,0,3,2013,weather_station,6,b6,185,695,2013.weather_station.6.b6,Osmia_coloradensis,Osmia,female,187,3,NA,159,s,no,NA,NA,NA
731,3,0,3,2013,weather_station,6,b6,185,695,2013.weather_station.6.b6,Osmia_coloradensis,Osmia,female,187,3,NA,159,s,no,NA,NA,dropped 1
732,1,0,1,2013,weather_station,6,c5,164,696,2013.weather_station.6.c5,Osmia_coloradensis,Osmia,NA,171,8,NA,155,s,no,NA,NA,NA
753,1,0,1,2014,401_trailhead,10,b5,175,320,2014.401_trailhead.10.b5,Osmia_montana,Osmia,male,178,4,NA,155,s,no,NA,NA,NA
1309,1,0,1,2015,401_trailhead,11,b5,175,321,2015.401_trailhead.11.b5,Osmia_montana,Osmia,male,178,4,NA,155,s,no,NA,NA,NA
2,0,1,1,2012,401_trailhead,1,b1,234,2,2012.401_trailhead.1.b1,Megachile_relativa,Megachile,male,240,7,191,NA,l,no,NA,NA,NA
3,0,4,4,2012,401_trailhead,1,b3,221,3,2012.401_trailhead.1.b3,Megachile_pugnata,Megachile,female,233,13,194,NA,l,no,NA,NA,NA
3,0,4,4,2012,401_trailhead,1,b3,221,3,2012.401_trailhead.1.b3,Megachile_pugnata,Megachile,female,233,13,194,NA,l,no,NA,NA,NA
3,0,4,4,2012,401_trailhead,1,b3,221,3,2012.401_trailhead.1.b3,Megachile_pugnata,Megachile,male,233,13,200,NA,l,no,NA,NA,NA
3,0,4,4,2012,401_trailhead,1,b3,221,3,2012.401_trailhead.1.b3,Megachile_pugnata,Megachile,male,233,13,200,NA,l,no,NA,NA,NA
5,0,1,1,2012,401_trailhead,10,b2,221,29,2012.401_trailhead.10.b2,Megachile_pugnata,Megachile,male,226,6,182,NA,l,no,NA,NA,NA
11,0,2,2,2012,401_trailhead,3,b3,225,5,2012.401_trailhead.3.b3,Megachile_pugnata,Megachile,female,226,1,NA,NA,NA,no,NA,NA,dead in nest
11,0,2,2,2012,401_trailhead,3,b3,225,5,2012.401_trailhead.3.b3,Megachile_pugnata,Megachile,male,226,1,188,NA,NA,no,NA,NA,NA
11,0,2,2,2012,401_trailhead,3,b3,225,5,2012.401_trailhead.3.b3,Megachile_pugnata,Megachile,male,226,1,188,NA,NA,no,NA,NA,NA
12,0,1,1,2012,401_trailhead,3,c1,221,6,2012.401_trailhead.3.c1,Megachile_relativa,Megachile,male,230,10,NA,NA,NA,no,NA,NA,dead in nest
12,0,1,1,2012,401_trailhead,3,c1,221,6,2012.401_trailhead.3.c1,Megachile_relativa,Megachile,male,230,10,158,NA,NA,yes,Stelis montana,NA,NA
16,0,2,2,2012,401_trailhead,5,b6,173,10,2012.401_trailhead.5.b6,Megachile_relativa,Megachile,male,174,1,183,NA,NA,no,NA,NA,NA
16,0,2,2,2012,401_trailhead,5,b6,173,10,2012.401_trailhead.5.b6,Megachile_relativa,Megachile,male,174,1,183,NA,NA,no,NA,NA,NA
17,0,1,1,2012,401_trailhead,6,a3,226,11,2012.401_trailhead.6.a3,Megachile_pugnata,Megachile,female,236,11,191,NA,l,no,NA,NA,NA
20,0,1,1,2012,401_trailhead,6,b6,173,14,2012.401_trailhead.6.b6,Osmia_iridis,Osmia,female,174,1,NA,NA,NA,no,NA,NA,dead in cocoon
20,0,1,1,2012,401_trailhead,6,b6,173,14,2012.401_trailhead.6.b6,Osmia_iridis,Osmia,male,174,1,NA,NA,NA,no,NA,NA,dead in cocoon
20,0,1,1,2012,401_trailhead,6,b6,173,14,2012.401_trailhead.6.b6,Osmia_iridis,Osmia,male,174,1,NA,NA,NA,no,NA,NA,dead in cocoon
20,0,1,1,2012,401_trailhead,6,b6,173,14,2012.401_trailhead.6.b6,Osmia_iridis,Osmia,male,174,1,161,NA,NA,no,NA,NA,NA
26,0,1,1,2012,401_trailhead,8,c4,173,20,2012.401_trailhead.8.c4,Osmia_iridis,Osmia,male,174,1,151,NA,l,no,NA,NA,NA
37,0,2,2,2012,avalanche,10,a1,201,42,2012.avalanche.10.a1,Megachile_relativa,Megachile,female,209,9,NA,NA,NA,no,NA,NA,dead in nest
37,0,2,2,2012,avalanche,10,a1,201,42,2012.avalanche.10.a1,Megachile_relativa,Megachile,female,209,9,NA,NA,NA,no,NA,NA,dead in nest
37,0,2,2,2012,avalanche,10,a1,201,42,2012.avalanche.10.a1,Megachile_relativa,Megachile,female,209,9,188,NA,NA,no,NA,NA,NA
37,0,2,2,2012,avalanche,10,a1,201,42,2012.avalanche.10.a1,Megachile_relativa,Megachile,female,209,9,188,NA,NA,no,NA,NA,NA
38,0,1,1,2012,avalanche,10,a7,227,43,2012.avalanche.10.a7,Megachile_relativa,Megachile,female,234,8,NA,NA,s,no,NA,NA,dead in nest
38,0,1,1,2012,avalanche,10,a7,227,43,2012.avalanche.10.a7,Megachile_relativa,Megachile,female,234,8,NA,NA,s,no,NA,NA,dead in nest
38,0,1,1,2012,avalanche,10,a7,227,43,2012.avalanche.10.a7,Megachile_relativa,Megachile,female,234,8,NA,NA,s,no,NA,NA,dead in nest
38,0,1,1,2012,avalanche,10,a7,227,43,2012.avalanche.10.a7,Megachile_relativa,Megachile,female,234,8,NA,NA,s,no,NA,NA,dead in nest
38,0,1,1,2012,avalanche,10,a7,227,43,2012.avalanche.10.a7,Megachile_relativa,Megachile,female,234,8,204,NA,s,no,NA,NA,NA
41,0,4,4,2012,avalanche,2,a2,176,36,2012.avalanche.2.a2,Megachile_relativa,Megachile,female,179,4,NA,NA,s,no,NA,NA,dead in nest
41,0,4,4,2012,avalanche,2,a2,176,36,2012.avalanche.2.a2,Megachile_relativa,Megachile,male,179,4,171,NA,s,no,NA,NA,NA
41,0,4,4,2012,avalanche,2,a2,176,36,2012.avalanche.2.a2,Megachile_relativa,Megachile,male,179,4,171,NA,s,no,NA,NA,NA
41,0,4,4,2012,avalanche,2,a2,176,36,2012.avalanche.2.a2,Megachile_relativa,Megachile,male,179,4,171,NA,s,no,NA,NA,NA
41,0,4,4,2012,avalanche,2,a2,176,36,2012.avalanche.2.a2,Megachile_relativa,Megachile,male,179,4,171,NA,s,no,NA,NA,NA
41,0,4,4,2012,avalanche,2,a2,176,36,2012.avalanche.2.a2,Megachile_relativa,Megachile,male,179,4,NA,NA,s,no,NA,NA,dead in nest
43,0,3,3,2012,avalanche,2,b1,234,38,2012.avalanche.2.b1,Megachile_relativa,Megachile,male,246,13,169,NA,m,no,NA,NA,NA
43,0,3,3,2012,avalanche,2,b1,234,38,2012.avalanche.2.b1,Megachile_relativa,Megachile,male,246,13,171,NA,m,no,NA,NA,NA
43,0,3,3,2012,avalanche,2,b1,234,38,2012.avalanche.2.b1,Megachile_relativa,Megachile,male,246,13,169,NA,s,no,NA,NA,NA
52,0,1,1,2012,ehrlich,4,b1,216,48,2012.ehrlich.4.b1,Megachile_relativa,Megachile,male,222,7,171,NA,s,no,NA,NA,NA
68,0,1,1,2012,forrest_meadow,12,c2,168,71,2012.forrest_meadow.12.c2,Osmia_iridis,Osmia,male,177,10,158,NA,NA,no,NA,NA,NA
125,0,3,3,2012,pelton_bench,1,b5,169,119,2012.pelton_bench.1.b5,Osmia_iridis,Osmia,male,170,1,158,NA,NA,no,NA,NA,NA
125,0,3,3,2012,pelton_bench,1,b5,169,119,2012.pelton_bench.1.b5,Osmia_iridis,Osmia,male,170,1,NA,NA,s,no,NA,NA,dead in cocoon
125,0,3,3,2012,pelton_bench,1,b5,169,119,2012.pelton_bench.1.b5,Osmia_iridis,Osmia,male,170,1,155,NA,s,no,NA,NA,NA
125,0,3,3,2012,pelton_bench,1,b5,169,119,2012.pelton_bench.1.b5,Osmia_iridis,Osmia,male,170,1,155,NA,s,no,NA,NA,NA
127,0,2,2,2012,pelton_bench,10,a1,212,161,2012.pelton_bench.10.a1,Megachile_pugnata,Megachile,female,213,1,194,NA,l,no,NA,NA,NA
127,0,2,2,2012,pelton_bench,10,a1,212,161,2012.pelton_bench.10.a1,Megachile_pugnata,Megachile,female,213,1,194,NA,l,no,NA,NA,NA
138,0,4,4,2012,pelton_bench,4,a3,212,129,2012.pelton_bench.4.a3,Megachile_pugnata,Megachile,female,220,9,194,NA,l,no,NA,NA,NA
138,0,4,4,2012,pelton_bench,4,a3,212,129,2012.pelton_bench.4.a3,Megachile_pugnata,Megachile,female,220,9,191,NA,l,no,NA,NA,NA
138,0,4,4,2012,pelton_bench,4,a3,212,129,2012.pelton_bench.4.a3,Megachile_pugnata,Megachile,male,220,9,191,NA,NA,no,NA,NA,NA
138,0,4,4,2012,pelton_bench,4,a3,212,129,2012.pelton_bench.4.a3,Megachile_pugnata,Megachile,male,220,9,194,NA,NA,no,NA,NA,NA
140,0,6,6,2012,pelton_bench,4,a4,216,130,2012.pelton_bench.4.a4,Megachile_pugnata,Megachile,female,226,11,200,NA,NA,no,NA,NA,NA
140,0,6,6,2012,pelton_bench,4,a4,216,130,2012.pelton_bench.4.a4,Megachile_pugnata,Megachile,female,226,11,203,NA,NA,no,NA,NA,NA
140,0,6,6,2012,pelton_bench,4,a4,216,130,2012.pelton_bench.4.a4,Megachile_pugnata,Megachile,female,226,11,203,NA,NA,no,NA,NA,NA
140,0,6,6,2012,pelton_bench,4,a4,216,130,2012.pelton_bench.4.a4,Megachile_pugnata,Megachile,male,226,11,191,NA,NA,no,NA,NA,NA
140,0,6,6,2012,pelton_bench,4,a4,216,130,2012.pelton_bench.4.a4,Megachile_pugnata,Megachile,male,226,11,191,NA,NA,no,NA,NA,NA
140,0,6,6,2012,pelton_bench,4,a4,216,130,2012.pelton_bench.4.a4,Megachile_pugnata,Megachile,male,226,11,191,NA,NA,no,NA,NA,NA
154,0,2,2,2012,pelton_bench,5,c1,220,142,2012.pelton_bench.5.c1,Megachile_relativa,Megachile,male,221,1,176,NA,NA,no,NA,NA,NA
154,0,2,2,2012,pelton_bench,5,c1,220,142,2012.pelton_bench.5.c1,Megachile_relativa,Megachile,male,221,1,176,NA,NA,no,NA,NA,NA
161,0,6,6,2012,pelton_bench,7,c2,164,149,2012.pelton_bench.7.c2,Osmia_pikei,Osmia,female,183,20,149,NA,s,no,NA,NA,NA
161,0,6,6,2012,pelton_bench,7,c2,164,149,2012.pelton_bench.7.c2,Osmia_pikei,Osmia,male,183,20,145,NA,s,no,NA,NA,NA
161,0,6,6,2012,pelton_bench,7,c2,164,149,2012.pelton_bench.7.c2,Osmia_pikei,Osmia,male,183,20,149,NA,s,no,NA,NA,NA
161,0,6,6,2012,pelton_bench,7,c2,164,149,2012.pelton_bench.7.c2,Osmia_pikei,Osmia,male,183,20,149,NA,s,no,NA,NA,NA
161,0,6,6,2012,pelton_bench,7,c2,164,149,2012.pelton_bench.7.c2,Osmia_pikei,Osmia,male,183,20,145,NA,s,no,NA,NA,NA
161,0,6,6,2012,pelton_bench,7,c2,164,149,2012.pelton_bench.7.c2,Osmia_pikei,Osmia,female,183,20,149,NA,s,no,NA,NA,NA
168,0,3,3,2012,pelton_bench,9,a1,212,156,2012.pelton_bench.9.a1,Megachile_pugnata,Megachile,female,213,1,203,NA,NA,no,NA,NA,NA
168,0,3,3,2012,pelton_bench,9,a1,212,156,2012.pelton_bench.9.a1,Megachile_pugnata,Megachile,female,213,1,200,NA,NA,no,NA,NA,NA
168,0,3,3,2012,pelton_bench,9,a1,212,156,2012.pelton_bench.9.a1,Megachile_pugnata,Megachile,female,213,1,203,NA,NA,no,NA,NA,NA
170,0,3,3,2012,pelton_bench,9,b2,217,158,2012.pelton_bench.9.b2,Megachile_pugnata,Megachile,NA,227,11,NA,NA,NA,no,NA,NA,NA
170,0,3,3,2012,pelton_bench,9,b2,217,158,2012.pelton_bench.9.b2,Megachile_pugnata,Megachile,female,227,11,206,NA,NA,no,NA,NA,NA
170,0,3,3,2012,pelton_bench,9,b2,217,158,2012.pelton_bench.9.b2,Megachile_pugnata,Megachile,female,227,11,206,NA,NA,no,NA,NA,NA
170,0,3,3,2012,pelton_bench,9,b2,217,158,2012.pelton_bench.9.b2,Megachile_pugnata,Megachile,female,227,11,206,NA,NA,no,NA,NA,NA
214,0,7,7,2012,townsite,6,a6,216,201,2012.townsite.6.a6,Megachile_pugnata,Megachile,female,230,15,200,NA,NA,no,NA,NA,NA
214,0,7,7,2012,townsite,6,a6,216,201,2012.townsite.6.a6,Megachile_pugnata,Megachile,female,230,15,203,NA,NA,no,NA,NA,NA
214,0,7,7,2012,townsite,6,a6,216,201,2012.townsite.6.a6,Megachile_pugnata,Megachile,male,230,15,192,NA,NA,no,NA,NA,NA
214,0,7,7,2012,townsite,6,a6,216,201,2012.townsite.6.a6,Megachile_pugnata,Megachile,male,230,15,192,NA,NA,no,NA,NA,NA
214,0,7,7,2012,townsite,6,a6,216,201,2012.townsite.6.a6,Megachile_pugnata,Megachile,male,230,15,190,NA,NA,no,NA,NA,NA
214,0,7,7,2012,townsite,6,a6,216,201,2012.townsite.6.a6,Megachile_pugnata,Megachile,male,230,15,190,NA,NA,no,NA,NA,NA
214,0,7,7,2012,townsite,6,a6,216,201,2012.townsite.6.a6,Megachile_pugnata,Megachile,female,230,15,196,NA,NA,no,NA,NA,NA
215,0,3,3,2012,townsite,6,a8,233,202,2012.townsite.6.a8,Megachile_pugnata,Megachile,female,240,8,203,NA,NA,no,NA,NA,NA
215,0,3,3,2012,townsite,6,a8,233,202,2012.townsite.6.a8,Megachile_pugnata,Megachile,female,240,8,206,NA,NA,no,NA,NA,NA
215,0,3,3,2012,townsite,6,a8,233,202,2012.townsite.6.a8,Megachile_pugnata,Megachile,female,240,8,206,NA,NA,no,NA,NA,NA
220,0,1,1,2012,townsite,6,b4,211,206,2012.townsite.6.b4,Megachile_relativa,Megachile,female,215,5,182,NA,NA,no,NA,NA,NA
224,0,1,1,2012,townsite,7,a6,172,209,2012.townsite.7.a6,Megachile_relativa,Megachile,male,173,1,190,NA,NA,no,NA,NA,NA
234,0,4,4,2012,townsite,7,c3,197,219,2012.townsite.7.c3,Megachile_relativa,Megachile,female,207,11,178,NA,NA,no,NA,NA,NA
234,0,4,4,2012,townsite,7,c3,197,219,2012.townsite.7.c3,Megachile_relativa,Megachile,male,207,11,171,NA,NA,no,NA,NA,NA
234,0,4,4,2012,townsite,7,c3,197,219,2012.townsite.7.c3,Megachile_relativa,Megachile,male,207,11,175,NA,s,no,NA,NA,NA
234,0,4,4,2012,townsite,7,c3,197,219,2012.townsite.7.c3,Megachile_relativa,Megachile,male,207,11,175,NA,s,no,NA,NA,NA
258,0,2,2,2012,treasury,9,b2,201,244,2012.treasury.9.b2,Megachile_relativa,Megachile,female,205,5,NA,NA,NA,yes,Coelioxys funeraria,NA,dead in nest
258,0,2,2,2012,treasury,9,b2,201,244,2012.treasury.9.b2,Megachile_relativa,Megachile,female,205,5,NA,NA,NA,no,NA,NA,dead in cocoon
258,0,2,2,2012,treasury,9,b2,201,244,2012.treasury.9.b2,Megachile_relativa,Megachile,male,205,5,NA,NA,NA,no,NA,NA,dead in nest
258,0,2,2,2012,treasury,9,b2,201,244,2012.treasury.9.b2,Megachile_relativa,Megachile,male,205,5,NA,NA,NA,no,NA,NA,dead in nest
258,0,2,2,2012,treasury,9,b2,201,244,2012.treasury.9.b2,Megachile_relativa,Megachile,male,205,5,161,NA,NA,no,NA,NA,NA
258,0,2,2,2012,treasury,9,b2,201,244,2012.treasury.9.b2,Megachile_relativa,Megachile,male,205,5,168,NA,NA,no,NA,NA,NA
260,0,3,3,2012,treasury,9,c3,221,246,2012.treasury.9.c3,Megachile_relativa,Megachile,female,222,1,193,NA,NA,yes,Coelioxys funeraria,NA,NA
260,0,3,3,2012,treasury,9,c3,221,246,2012.treasury.9.c3,Megachile_relativa,Megachile,female,222,1,188,NA,NA,no,NA,NA,NA
260,0,3,3,2012,treasury,9,c3,221,246,2012.treasury.9.c3,Megachile_relativa,Megachile,male,222,1,193,NA,NA,no,NA,NA,NA
260,0,3,3,2012,treasury,9,c3,221,246,2012.treasury.9.c3,Megachile_relativa,Megachile,NA,223,3,NA,NA,NA,yes,Coelioxys funeraria,NA,NA
262,0,3,3,2012,weather_station,3,a1,206,248,2012.weather_station.3.a1,Megachile_relativa,Megachile,male,207,1,NA,NA,m,yes,Coelioxys moesta,NA,dead in nest
262,0,3,3,2012,weather_station,3,a1,206,248,2012.weather_station.3.a1,Megachile_relativa,Megachile,male,207,1,161,NA,m,yes,Coelioxys moesta,NA,NA
262,0,3,3,2012,weather_station,3,a1,206,248,2012.weather_station.3.a1,Megachile_relativa,Megachile,female,207,1,NA,NA,NA,no,NA,NA,dead in cocoon
262,0,3,3,2012,weather_station,3,a1,206,248,2012.weather_station.3.a1,Megachile_relativa,Megachile,male,207,1,176,NA,NA,no,NA,NA,NA
262,0,3,3,2012,weather_station,3,a1,206,248,2012.weather_station.3.a1,Megachile_relativa,Megachile,male,207,1,176,NA,NA,no,NA,NA,NA
272,0,2,2,2012,weather_station,7,a8,162,257,2012.weather_station.7.a8,Osmia_pikei,Osmia,female,163,1,NA,NA,s,no,NA,NA,dead in cocoon
272,0,2,2,2012,weather_station,7,a8,162,257,2012.weather_station.7.a8,Osmia_pikei,Osmia,female,163,1,NA,NA,s,no,NA,NA,dead in cocoon
272,0,2,2,2012,weather_station,7,a8,162,257,2012.weather_station.7.a8,Osmia_pikei,Osmia,female,163,1,NA,NA,s,no,NA,NA,dead in cocoon
272,0,2,2,2012,weather_station,7,a8,162,257,2012.weather_station.7.a8,Osmia_pikei,Osmia,male,163,1,151,NA,s,no,NA,NA,NA
272,0,2,2,2012,weather_station,7,a8,162,257,2012.weather_station.7.a8,Osmia_pikei,Osmia,male,163,1,151,NA,s,no,NA,NA,NA
291,0,1,1,2013,401_trailhead,10b,a2,187,334,2013.401_trailhead.10b.a2,Megachile_relativa,Megachile,male,190,4,188,NA,s,no,NA,NA,NA
295,0,1,1,2013,401_trailhead,10b,b4,178,338,2013.401_trailhead.10b.b4,Megachile_relativa,Megachile,male,187,10,195,NA,s,no,NA,NA,NA
357,0,2,2,2013,baker,1,a1,190,345,2013.baker.1.a1,Megachile_relativa,Megachile,female,192,3,202,NA,m,no,NA,NA,NA
357,0,2,2,2013,baker,1,a1,190,345,2013.baker.1.a1,Megachile_relativa,Megachile,female,192,3,209,NA,m,no,NA,NA,NA
361,0,1,1,2013,baker,3,b2,164,348,2013.baker.3.b2,Osmia_iridis,Osmia,male,171,8,139,NA,s,yes,Wasp sp,yes,NA
387,0,2,2,2013,bench_aspen,8,c1,190,374,2013.bench_aspen.8.c1,Megachile_relativa,Megachile,female,196,7,191,NA,l,no,NA,NA,NA
387,0,2,2,2013,bench_aspen,8,c1,190,374,2013.bench_aspen.8.c1,Megachile_relativa,Megachile,male,196,7,184,NA,l,no,NA,NA,NA
392,0,7,7,2013,ehrlich,1,b2,154,379,2013.ehrlich.1.b2,Osmia_iridis,Osmia,male,164,11,153,NA,m,no,NA,NA,NA
392,0,7,7,2013,ehrlich,1,b2,154,379,2013.ehrlich.1.b2,Osmia_iridis,Osmia,male,164,11,153,NA,m,no,NA,NA,NA
392,0,7,7,2013,ehrlich,1,b2,154,379,2013.ehrlich.1.b2,Osmia_iridis,Osmia,male,164,11,153,NA,m,no,NA,NA,NA
392,0,7,7,2013,ehrlich,1,b2,154,379,2013.ehrlich.1.b2,Osmia_iridis,Osmia,male,164,11,153,NA,m,no,NA,NA,NA
392,0,7,7,2013,ehrlich,1,b2,154,379,2013.ehrlich.1.b2,Osmia_iridis,Osmia,male,164,11,153,NA,m,no,NA,NA,NA
392,0,7,7,2013,ehrlich,1,b2,154,379,2013.ehrlich.1.b2,Osmia_iridis,Osmia,male,164,11,153,NA,m,no,NA,NA,NA
392,0,7,7,2013,ehrlich,1,b2,154,379,2013.ehrlich.1.b2,Osmia_iridis,Osmia,male,164,11,153,NA,m,no,NA,NA,NA
395,0,3,3,2013,ehrlich,10,a7,190,409,2013.ehrlich.10.a7,Megachile_relativa,Megachile,NA,192,3,174,NA,s,no,NA,NA,NA
395,0,3,3,2013,ehrlich,10,a7,190,409,2013.ehrlich.10.a7,Megachile_relativa,Megachile,NA,192,3,174,NA,s,no,NA,NA,NA
395,0,3,3,2013,ehrlich,10,a7,190,409,2013.ehrlich.10.a7,Megachile_relativa,Megachile,NA,192,3,188,NA,s,no,NA,NA,NA
419,0,5,5,2013,ehrlich,4,b7,188,388,2013.ehrlich.4.b7,Megachile_relativa,Megachile,NA,190,3,216,NA,s,yes,Coelioxys funeraria,NA,NA
419,0,5,5,2013,ehrlich,4,b7,188,388,2013.ehrlich.4.b7,Megachile_relativa,Megachile,male,190,3,209,NA,s,no,NA,NA,NA
419,0,5,5,2013,ehrlich,4,b7,188,388,2013.ehrlich.4.b7,Megachile_relativa,Megachile,female,190,3,212,NA,s,no,NA,NA,NA
419,0,5,5,2013,ehrlich,4,b7,188,388,2013.ehrlich.4.b7,Megachile_relativa,Megachile,female,190,3,216,NA,s,no,NA,NA,NA
419,0,5,5,2013,ehrlich,4,b7,188,388,2013.ehrlich.4.b7,Megachile_relativa,Megachile,female,190,3,216,NA,s,no,NA,NA,NA
428,0,9,9,2013,ehrlich,7,b1,187,396,2013.ehrlich.7.b1,Megachile_relativa,Megachile,NA,190,4,188,NA,s,yes,Coelioxys funeraria,NA,NA
428,0,9,9,2013,ehrlich,7,b1,187,396,2013.ehrlich.7.b1,Megachile_relativa,Megachile,NA,190,4,188,NA,s,yes,Coelioxys funeraria,NA,NA
428,0,9,9,2013,ehrlich,7,b1,187,396,2013.ehrlich.7.b1,Megachile_relativa,Megachile,female,190,4,188,NA,s,yes,Coelioxys funeraria,NA,NA
428,0,9,9,2013,ehrlich,7,b1,187,396,2013.ehrlich.7.b1,Megachile_relativa,Megachile,female,190,4,188,NA,s,yes,Coelioxys funeraria,NA,NA
428,0,9,9,2013,ehrlich,7,b1,187,396,2013.ehrlich.7.b1,Megachile_relativa,Megachile,female,190,4,188,NA,s,no,NA,NA,NA
428,0,9,9,2013,ehrlich,7,b1,187,396,2013.ehrlich.7.b1,Megachile_relativa,Megachile,male,190,4,188,NA,s,no,NA,NA,NA
428,0,9,9,2013,ehrlich,7,b1,187,396,2013.ehrlich.7.b1,Megachile_relativa,Megachile,male,190,4,188,NA,s,no,NA,NA,NA
428,0,9,9,2013,ehrlich,7,b1,187,396,2013.ehrlich.7.b1,Megachile_relativa,Megachile,male,190,4,188,NA,s,no,NA,NA,NA
428,0,9,9,2013,ehrlich,7,b1,187,396,2013.ehrlich.7.b1,Megachile_relativa,Megachile,male,190,4,188,NA,s,no,NA,NA,NA
430,0,2,2,2013,ehrlich,8,a7,188,398,2013.ehrlich.8.a7,Megachile_relativa,Megachile,female,190,3,209,NA,s,no,NA,NA,NA
430,0,2,2,2013,ehrlich,8,a7,188,398,2013.ehrlich.8.a7,Megachile_relativa,Megachile,female,190,3,209,NA,s,no,NA,NA,NA
447,0,1,1,2013,forrest_meadow,11,c1,188,458,2013.forrest_meadow.11.c1,Megachile_relativa,Megachile,male,190,3,184,NA,s,no,NA,NA,NA
452,0,1,1,2013,forrest_meadow,12,b6,158,462,2013.forrest_meadow.12.b6,Osmia_iridis,Osmia,female,164,7,156,NA,s,no,NA,yes,NA
505,0,1,1,2013,judd_falls,3,b7,188,490,2013.judd_falls.3.b7,Osmia_iridis,Osmia,male,190,3,156,NA,m,no,NA,NA,NA
518,0,1,1,2013,judd_falls,8,b4,190,500,2013.judd_falls.8.b4,Megachile_relativa,Megachile,female,196,7,209,NA,m,no,NA,NA,NA
546,0,4,4,2013,pelton_bench,3b,c2,187,560,2013.pelton_bench.3b.c2,Megachile_relativa,Megachile,female,190,4,209,NA,m,no,NA,NA,NA
546,0,4,4,2013,pelton_bench,3b,c2,187,560,2013.pelton_bench.3b.c2,Megachile_relativa,Megachile,female,190,4,212,NA,m,no,NA,NA,NA
546,0,4,4,2013,pelton_bench,3b,c2,187,560,2013.pelton_bench.3b.c2,Megachile_relativa,Megachile,male,190,4,212,NA,m,no,NA,NA,NA
546,0,4,4,2013,pelton_bench,3b,c2,187,560,2013.pelton_bench.3b.c2,Megachile_relativa,Megachile,female,190,4,216,NA,m,no,NA,NA,NA
643,0,1,1,2013,townsite,8,b4,175,593,2013.townsite.8.b4,Megachile_relativa,Megachile,male,178,4,177,NA,s,no,NA,NA,NA
668,0,2,2,2013,treasury,10b,a2,190,668,2013.treasury.10b.a2,Megachile_relativa,Megachile,female,196,7,219,NA,m,no,NA,NA,NA
668,0,2,2,2013,treasury,10b,a2,190,668,2013.treasury.10b.a2,Megachile_relativa,Megachile,female,196,7,219,NA,m,no,NA,NA,NA
727,0,5,5,2013,weather_station,5b,c1,182,712,2013.weather_station.5b.c1,Megachile_relativa,Megachile,male,190,9,202,NA,m,no,NA,NA,NA
727,0,5,5,2013,weather_station,5b,c1,182,712,2013.weather_station.5b.c1,Megachile_relativa,Megachile,female,190,9,202,NA,m,no,NA,NA,NA
727,0,5,5,2013,weather_station,5b,c1,182,712,2013.weather_station.5b.c1,Megachile_relativa,Megachile,female,190,9,205,NA,m,no,NA,NA,NA
727,0,5,5,2013,weather_station,5b,c1,182,712,2013.weather_station.5b.c1,Megachile_relativa,Megachile,female,190,9,205,NA,m,no,NA,NA,NA
727,0,5,5,2013,weather_station,5b,c1,182,712,2013.weather_station.5b.c1,Megachile_relativa,Megachile,NA,190,9,202,NA,m,yes,Coelioxys funeraria,NA,NA
737,0,1,1,2014,401_trailhead,1,a4,215,1091,2014.401_trailhead.1.a4,Megachile_relativa,Megachile,NA,216,1,215,NA,s,no,NA,NA,NA
757,0,1,1,2014,401_trailhead,10c,a3,191,1062,2014.401_trailhead.10c.a3,Megachile_relativa,Megachile,NA,198,8,232,NA,m,no,Coelioxys sp,NA,NA
758,0,2,2,2014,401_trailhead,10c,b1,177,1061,2014.401_trailhead.10c.b1,Megachile_relativa,Megachile,male,181,5,202,NA,m,no,NA,NA,NA
758,0,2,2,2014,401_trailhead,10c,b1,177,1061,2014.401_trailhead.10c.b1,Megachile_relativa,Megachile,male,181,5,208,NA,m,no,NA,NA,nest collected
